categoria;nombre;provincia_nombre;Token0;Token1;Token2;Token3;Token4;Token5;Token6
CALLE;dr carlos lanzilotto;La Rioja;dr;carlos;lanzilotto;;;;
CALLE;dr carlos navarros;La Rioja;dr;carlos;navarros;;;;
CALLE;dr carlos soler;La Rioja;dr;carlos;soler;;;;
CALLE;dr f leanza;La Rioja;dr;f;leanza;;;;
CALLE;dr f taconni;La Rioja;dr;f;taconni;;;;
CALLE;dr fernando pagani hijo;La Rioja;dr;fernando;pagani;hijo;;;
CALLE;dr groeber;La Rioja;dr;groeber;;;;;
CALLE;dr j olsacher;La Rioja;dr;j;olsacher;;;;
CALLE;dr jorge vera vallejo;La Rioja;dr;jorge;vera;vallejo;;;
CALLE;dr liliana diaz carreno;La Rioja;dr;liliana;diaz;carreno;;;
CALLE;dr m zalazar;La Rioja;dr;m;zalazar;;;;
CALLE;dr nicolas antonio carbel;La Rioja;dr;nicolas;antonio;carbel;;;
CALLE;dr raul nakasone;La Rioja;dr;raul;nakasone;;;;
CALLE;dr rolando de la vega;La Rioja;dr;rolando;de;la;vega;;
CALLE;dr santos a danon;La Rioja;dr;santos;a;danon;;;
CALLE;ecuador;La Rioja;ecuador;;;;;;
CALLE;echeverria;La Rioja;echeverria;;;;;;
CALLE;eduardo ardo morales;La Rioja;eduardo;ardo;morales;;;;
CALLE;efrain de la fuente;La Rioja;efrain;de;la;fuente;;;
CALLE;ejercito argentino;La Rioja;ejercito;argentino;;;;;
CALLE;el centeno;La Rioja;el;centeno;;;;;
CALLE;el chacho;La Rioja;el;chacho;;;;;
CALLE;el maestro;La Rioja;el;maestro;;;;;
CALLE;el ombu;La Rioja;el;ombu;;;;;
CALLE;el trabajador;La Rioja;el;trabajador;;;;;
CALLE;el trebol;La Rioja;el;trebol;;;;;
CALLE;elcano;La Rioja;elcano;;;;;;
CALLE;eleuterio mercado;La Rioja;eleuterio;mercado;;;;;
CALLE;elias toribio oyron;La Rioja;elias;toribio;oyron;;;;
CALLE;emilia oliva de fernandez;La Rioja;emilia;oliva;de;fernandez;;;
CALLE;emilio huniken;La Rioja;emilio;huniken;;;;;
CALLE;enrique peiretti;La Rioja;enrique;peiretti;;;;;
CALLE;enrique q neira;La Rioja;enrique;q;neira;;;;
CALLE;entre rios;La Rioja;entre;rios;;;;;
CALLE;ernesto sabato;La Rioja;ernesto;sabato;;;;;
CALLE;escorpio;La Rioja;escorpio;;;;;;
CALLE;esperanza;La Rioja;esperanza;;;;;;
CALLE;est cientifica swold;La Rioja;est;cientifica;swold;;;;
CALLE;esteban gaetano;La Rioja;esteban;gaetano;;;;;
CALLE;estrecho san carlos;La Rioja;estrecho;san;carlos;;;;
CALLE;evaristo carriego;La Rioja;evaristo;carriego;;;;;
RUTA;ex ruta 38;La Rioja;ex;ruta;38;;;;
CALLE;f copari;La Rioja;f;copari;;;;;
CALLE;f chaparra;La Rioja;f;chaparra;;;;;
CALLE;falucho;La Rioja;falucho;;;;;;
CALLE;famatina;La Rioja;famatina;;;;;;
CALLE;felipe ii;La Rioja;felipe;ii;;;;;
CALLE;fernando moreno;La Rioja;fernando;moreno;;;;;
CALLE;ferrer vieyra;La Rioja;ferrer;vieyra;;;;;
CALLE;fiambala;La Rioja;fiambala;;;;;;
CALLE;flor del aire;La Rioja;flor;del;aire;;;;
CALLE;florentino ameghino;La Rioja;florentino;ameghino;;;;;
CALLE;francia;La Rioja;francia;;;;;;
CALLE;francisco chaparro;La Rioja;francisco;chaparro;;;;;
CALLE;francisco de alfaro;La Rioja;francisco;de;alfaro;;;;
CALLE;francisco giotto;La Rioja;francisco;giotto;;;;;
CALLE;francisco narbona;La Rioja;francisco;narbona;;;;;
CALLE;francisco narvaez;La Rioja;francisco;narvaez;;;;;
CALLE;francisco nieto;La Rioja;francisco;nieto;;;;;
CALLE;francisco s gomez;La Rioja;francisco;s;gomez;;;;
CALLE;francisco zelada;La Rioja;francisco;zelada;;;;;
CALLE;fray bernardino gomez;La Rioja;fray;bernardino;gomez;;;;
CALLE;fray justo santa maria de oro;La Rioja;fray;justo;santa;maria;de;oro;
CALLE;fray luis beltran;La Rioja;fray;luis;beltran;;;;
CALLE;french;La Rioja;french;;;;;;
CALLE;frenguelli;La Rioja;frenguelli;;;;;;
CALLE;g loza napoleon;La Rioja;g;loza;napoleon;;;;
CALLE;galicia;La Rioja;galicia;;;;;;
CALLE;galvez;La Rioja;galvez;;;;;;
CALLE;ganso verde;La Rioja;ganso;verde;;;;;
CALLE;gaspar gomez;La Rioja;gaspar;gomez;;;;;
CALLE;gaucho riojano;La Rioja;gaucho;riojano;;;;;
CALLE;gaucho rivero;La Rioja;gaucho;rivero;;;;;
CALLE;gdor bondembender;La Rioja;gdor;bondembender;;;;;
CALLE;gdor eduardo fernandez valdez;La Rioja;gdor;eduardo;fernandez;valdez;;;
CALLE;gdor juan antonio bilmezis;La Rioja;gdor;juan;antonio;bilmezis;;;
CALLE;gdor juan jose de camino;La Rioja;gdor;juan;jose;de;camino;;
CALLE;gelacio albarracin;La Rioja;gelacio;albarracin;;;;;
CALLE;geminis;La Rioja;geminis;;;;;;
CALLE;gendarmeria;La Rioja;gendarmeria;;;;;;
CALLE;genova;La Rioja;genova;;;;;;
CALLE;georgias del sur;La Rioja;georgias;del;sur;;;;
CALLE;geronimo luis de cabrera;La Rioja;geronimo;luis;de;cabrera;;;
CALLE;giovanni cipollina;La Rioja;giovanni;cipollina;;;;;
CALLE;giovanni vergari;La Rioja;giovanni;vergari;;;;;
CALLE;gonzalo de berceo;La Rioja;gonzalo;de;berceo;;;;
CALLE;granada;La Rioja;granada;;;;;;
CALLE;granadero baigorria;La Rioja;granadero;baigorria;;;;;
CALLE;granaderos riojanos;La Rioja;granaderos;riojanos;;;;;
CALLE;gregorio mercado;La Rioja;gregorio;mercado;;;;;
CALLE;grl paz;La Rioja;grl;paz;;;;;
CALLE;guaranies;La Rioja;guaranies;;;;;;
CALLE;guayanas;La Rioja;guayanas;;;;;;
CALLE;guemes;La Rioja;guemes;;;;;;
CALLE;guido;La Rioja;guido;;;;;;
CALLE;guido y carlos spano;La Rioja;guido;y;carlos;spano;;;
CALLE;haiti;La Rioja;haiti;;;;;;
CALLE;hector barrionuevo;La Rioja;hector;barrionuevo;;;;;
CALLE;herminio torres brizuela;La Rioja;herminio;torres;brizuela;;;;
CALLE;hermosa;La Rioja;hermosa;;;;;;
CALLE;hipolito vieytes;La Rioja;hipolito;vieytes;;;;;
CALLE;historiador bravo tedin;La Rioja;historiador;bravo;tedin;;;;
CALLE;homero coronel montes;La Rioja;homero;coronel;montes;;;;
CALLE;honduras;La Rioja;honduras;;;;;;
CALLE;horacio luna davila;La Rioja;horacio;luna;davila;;;;
CALLE;huaqui;La Rioja;huaqui;;;;;;
CALLE;hugo amilcar grimberg;La Rioja;hugo;amilcar;grimberg;;;;
CALLE;hugo gonzalez;La Rioja;hugo;gonzalez;;;;;
CALLE;hugo wast;La Rioja;hugo;wast;;;;;
CALLE;humaita;La Rioja;humaita;;;;;;
CALLE;hunichen;La Rioja;hunichen;;;;;;
CALLE;ibiza;La Rioja;ibiza;;;;;;
CALLE;igr luis amaya;La Rioja;igr;luis;amaya;;;;
CALLE;igr pedro bazan;La Rioja;igr;pedro;bazan;;;;
CALLE;independencia;La Rioja;independencia;;;;;;
CALLE;indio amatucla;La Rioja;indio;amatucla;;;;;
CALLE;indio bangolay;La Rioja;indio;bangolay;;;;;
CALLE;indio cocha;La Rioja;indio;cocha;;;;;
CALLE;indio chamayco;La Rioja;indio;chamayco;;;;;
CALLE;indio chanagua;La Rioja;indio;chanagua;;;;;
CALLE;indio chanampa;La Rioja;indio;chanampa;;;;;
CALLE;indio sanagua;La Rioja;indio;sanagua;;;;;
CALLE;indio sigampa;La Rioja;indio;sigampa;;;;;
CALLE;indio yabatis;La Rioja;indio;yabatis;;;;;
CALLE;indio yansil;La Rioja;indio;yansil;;;;;
CALLE;indira gandhi;La Rioja;indira;gandhi;;;;;
CALLE;inocenta pizzeta;La Rioja;inocenta;pizzeta;;;;;
CALLE;isla de los estados;La Rioja;isla;de;los;estados;;;
CALLE;islas clarencias;La Rioja;islas;clarencias;;;;;
CALLE;islas decepcion;La Rioja;islas;decepcion;;;;;
CALLE;islas marcand;La Rioja;islas;marcand;;;;;
CALLE;islas orcadas;La Rioja;islas;orcadas;;;;;
CALLE;italia;La Rioja;italia;;;;;;
CALLE;ituzaingo;La Rioja;ituzaingo;;;;;;
CALLE;ivan pucho perez;La Rioja;ivan;pucho;perez;;;;
CALLE;j b alberdi;La Rioja;j;b;alberdi;;;;
CALLE;j c corzo;La Rioja;j;c;corzo;;;;
CALLE;jaime pelletier;La Rioja;jaime;pelletier;;;;;
CALLE;jarilla;La Rioja;jarilla;;;;;;
CALLE;jauretche;La Rioja;jauretche;;;;;;
CALLE;jerez;La Rioja;jerez;;;;;;
CALLE;jorge aguero;La Rioja;jorge;aguero;;;;;
CALLE;jorge luis borges;La Rioja;jorge;luis;borges;;;;
CALLE;jorge newbery;La Rioja;jorge;newbery;;;;;
CALLE;jose atencio;La Rioja;jose;atencio;;;;;
CALLE;jose smith;La Rioja;jose;smith;;;;;
AV;jose jesus oyola;La Rioja;jose;jesus;oyola;;;;
CALLE;jose martiniano paredes;La Rioja;jose;martiniano;paredes;;;;
CALLE;jose n cordoba;La Rioja;jose;n;cordoba;;;;
CALLE;juan bautista alberdi;La Rioja;juan;bautista;alberdi;;;;
CALLE;juan carlos carballo;La Rioja;juan;carlos;carballo;;;;
CALLE;juan de la cruz torres;La Rioja;juan;de;la;cruz;torres;;
CALLE;juan del prado;La Rioja;juan;del;prado;;;;
CALLE;juan g de las heras;La Rioja;juan;g;de;las;heras;;
CALLE;juan gaspanello;La Rioja;juan;gaspanello;;;;;
CALLE;juan gelman;La Rioja;juan;gelman;;;;;
CALLE;juan j paso;La Rioja;juan;j;paso;;;;
CALLE;juan mercado;La Rioja;juan;mercado;;;;;
CALLE;juan olmos;La Rioja;juan;olmos;;;;;
CALLE;juan xxiii;La Rioja;juan;xxiii;;;;;
CALLE;juana b arganaraz;La Rioja;juana;b;arganaraz;;;;
CALLE;jubany;La Rioja;jubany;;;;;;
CALLE;jujuy;La Rioja;jujuy;;;;;;
CALLE;julian caceres freire;La Rioja;julian;caceres;freire;;;;
CALLE;julio campos;La Rioja;julio;campos;;;;;
CALLE;julio cortazar;La Rioja;julio;cortazar;;;;;
CALLE;juncal;La Rioja;juncal;;;;;;
CALLE;juramento;La Rioja;juramento;;;;;;
CALLE;justo j de urquiza;La Rioja;justo;j;de;urquiza;;;
CALLE;la ceramica riojana;La Rioja;la;ceramica;riojana;;;;
CALLE;la coruna;La Rioja;la;coruna;;;;;
CALLE;la nina;La Rioja;la;nina;;;;;
CALLE;la paz;La Rioja;la;paz;;;;;
CALLE;la pinta;La Rioja;la;pinta;;;;;
CALLE;lago argentino;La Rioja;lago;argentino;;;;;
CALLE;lago nahuel huapi;La Rioja;lago;nahuel;huapi;;;;
CALLE;lago san martin;La Rioja;lago;san;martin;;;;
CALLE;lago viedma;La Rioja;lago;viedma;;;;;
CALLE;lamadrid;La Rioja;lamadrid;;;;;;
CALLE;lamerced;La Rioja;lamerced;;;;;;
CALLE;lanin;La Rioja;lanin;;;;;;
CALLE;larrea;La Rioja;larrea;;;;;;
CALLE;las acacias;La Rioja;las;acacias;;;;;
CALLE;las brasitas;La Rioja;las;brasitas;;;;;
CALLE;las breas;La Rioja;las;breas;;;;;
CALLE;las carretas;La Rioja;las;carretas;;;;;
CALLE;las estrellas;La Rioja;las;estrellas;;;;;
CALLE;las flores;La Rioja;las;flores;;;;;
CALLE;las llamas;La Rioja;las;llamas;;;;;
CALLE;las piedras;La Rioja;las;piedras;;;;;
CALLE;las rosas;La Rioja;las;rosas;;;;;
CALLE;las vicunas;La Rioja;las;vicunas;;;;;
CALLE;las violetas;La Rioja;las;violetas;;;;;
CALLE;las virreinas;La Rioja;las;virreinas;;;;;
CALLE;leandro francisco guzman;La Rioja;leandro;francisco;guzman;;;;
CALLE;leguer;La Rioja;leguer;;;;;;
CALLE;leopoldo marechal;La Rioja;leopoldo;marechal;;;;;
CALLE;leopoldo vargas;La Rioja;leopoldo;vargas;;;;;
CALLE;libertad;La Rioja;libertad;;;;;;
CALLE;libertador;La Rioja;libertador;;;;;;
CALLE;lima;La Rioja;lima;;;;;;
CALLE;logia oliveira de matta;La Rioja;logia;oliveira;de;matta;;;
CALLE;loma blanca;La Rioja;loma;blanca;;;;;
CALLE;los abedules;La Rioja;los;abedules;;;;;
CALLE;los alerces;La Rioja;los;alerces;;;;;
CALLE;los arrayanes;La Rioja;los;arrayanes;;;;;
CALLE;los cardenales;La Rioja;los;cardenales;;;;;
CALLE;los cedros;La Rioja;los;cedros;;;;;
CALLE;los ceibos;La Rioja;los;ceibos;;;;;
CALLE;los ciruelos;La Rioja;los;ciruelos;;;;;
CALLE;los condores;La Rioja;los;condores;;;;;
CALLE;los duraznos;La Rioja;los;duraznos;;;;;
CALLE;los granados;La Rioja;los;granados;;;;;
CALLE;los guanacos;La Rioja;los;guanacos;;;;;
CALLE;los lapachos;La Rioja;los;lapachos;;;;;
CALLE;los mandarinos;La Rioja;los;mandarinos;;;;;
CALLE;los manzanos;La Rioja;los;manzanos;;;;;
CALLE;los nogales;La Rioja;los;nogales;;;;;
CALLE;los olivos;La Rioja;los;olivos;;;;;
CALLE;los olmos;La Rioja;los;olmos;;;;;
CALLE;los paraisos;La Rioja;los;paraisos;;;;;
CALLE;los platanos;La Rioja;los;platanos;;;;;
CALLE;los pozos;La Rioja;los;pozos;;;;;
CALLE;los robles;La Rioja;los;robles;;;;;
CALLE;los sauces;La Rioja;los;sauces;;;;;
CALLE;los soldaditos;La Rioja;los;soldaditos;;;;;
CALLE;los tilos;La Rioja;los;tilos;;;;;
CALLE;lucena;La Rioja;lucena;;;;;;
CALLE;luciano testore;La Rioja;luciano;testore;;;;;
CALLE;lugones;La Rioja;lugones;;;;;;
CALLE;luis chiliguay;La Rioja;luis;chiliguay;;;;;
CALLE;luis de hoyos;La Rioja;luis;de;hoyos;;;;
CALLE;luis matatin de la fuente;La Rioja;luis;matatin;de;la;fuente;;
CALLE;m diaz de diaz;La Rioja;m;diaz;de;diaz;;;
CALLE;madre teresa de calcuta;La Rioja;madre;teresa;de;calcuta;;;
CALLE;maestros riojanos;La Rioja;maestros;riojanos;;;;;
CALLE;maipu;La Rioja;maipu;;;;;;
CALLE;malaga;La Rioja;malaga;;;;;;
CALLE;malvinas argentinas;La Rioja;malvinas;argentinas;;;;;
CALLE;manuel lobato;La Rioja;manuel;lobato;;;;;
CALLE;manuel sarratea;La Rioja;manuel;sarratea;;;;;
CALLE;manuel savio;La Rioja;manuel;savio;;;;;
CALLE;manuel toto gaitan;La Rioja;manuel;toto;gaitan;;;;
CALLE;manuela ozan;La Rioja;manuela;ozan;;;;;
CALLE;mapuches;La Rioja;mapuches;;;;;;
CALLE;marcelo t de alvear;La Rioja;marcelo;t;de;alvear;;;
CALLE;maria e de quiroga;La Rioja;maria;e;de;quiroga;;;
CALLE;maria ruanova;La Rioja;maria;ruanova;;;;;
CALLE;maria soledad;La Rioja;maria;soledad;;;;;
CALLE;maria t de acosta;La Rioja;maria;t;de;acosta;;;
CALLE;mariano moreno;La Rioja;mariano;moreno;;;;;
CALLE;mariano parco;La Rioja;mariano;parco;;;;;
CALLE;marmol;La Rioja;marmol;;;;;;
CALLE;martin de alzaga;La Rioja;martin;de;alzaga;;;;
CALLE;martiniano gomez;La Rioja;martiniano;gomez;;;;;
CALLE;mauro castore;La Rioja;mauro;castore;;;;;
CALLE;mayas;La Rioja;mayas;;;;;;
CALLE;mendoza;La Rioja;mendoza;;;;;;
CALLE;mercenario;La Rioja;mercenario;;;;;;
CALLE;milan;La Rioja;milan;;;;;;
CALLE;miraflores;La Rioja;miraflores;;;;;;
CALLE;mistol;La Rioja;mistol;;;;;;
CALLE;molle;La Rioja;molle;;;;;;
CALLE;monteagudo;La Rioja;monteagudo;;;;;;
CALLE;montevideo;La Rioja;montevideo;;;;;;
CALLE;mora blanca;La Rioja;mora;blanca;;;;;
CALLE;murcia;La Rioja;murcia;;;;;;
CALLE;nacion argentina;La Rioja;nacion;argentina;;;;;
CALLE;nahuel huapi;La Rioja;nahuel;huapi;;;;;
CALLE;napoles;La Rioja;napoles;;;;;;
CALLE;neuquen;La Rioja;neuquen;;;;;;
CALLE;nicaragua;La Rioja;nicaragua;;;;;;
CALLE;nicolas cordoba;La Rioja;nicolas;cordoba;;;;;
CALLE;nicolas davila;La Rioja;nicolas;davila;;;;;
CALLE;nino alcalde;La Rioja;nino;alcalde;;;;;
CALLE;nino miguel angel gaitan;La Rioja;nino;miguel;angel;gaitan;;;
CALLE;nonolo albarracin;La Rioja;nonolo;albarracin;;;;;
CALLE;nueva cometa;La Rioja;nueva;cometa;;;;;
CALLE;o higgins;La Rioja;o;higgins;;;;;
CALLE;o matienzo;La Rioja;o;matienzo;;;;;
CALLE;obera;La Rioja;obera;;;;;;
CALLE;octavio de la colina;La Rioja;octavio;de;la;colina;;;
CALLE;oidor lagasca;La Rioja;oidor;lagasca;;;;;
CALLE;olegario v andrade;La Rioja;olegario;v;andrade;;;;
CALLE;olga santochi;La Rioja;olga;santochi;;;;;
CALLE;olsacher;La Rioja;olsacher;;;;;;
CALLE;onas;La Rioja;onas;;;;;;
CALLE;oncativo;La Rioja;oncativo;;;;;;
CALLE;orden jesuita;La Rioja;orden;jesuita;;;;;
CALLE;oruro;La Rioja;oruro;;;;;;
CALLE;osman paez;La Rioja;osman;paez;;;;;
CALLE;ozan;La Rioja;ozan;;;;;;
CALLE;padre caamano;La Rioja;padre;caamano;;;;;
CALLE;palmar de colon;La Rioja;palmar;de;colon;;;;
CALLE;palo cruz;La Rioja;palo;cruz;;;;;
CALLE;pamplona;La Rioja;pamplona;;;;;;
CALLE;panama;La Rioja;panama;;;;;;
CALLE;papadopulo;La Rioja;papadopulo;;;;;;
CALLE;pasco;La Rioja;pasco;;;;;;
CALLE;paso de la patria;La Rioja;paso;de;la;patria;;;
CALLE;paso de los patos;La Rioja;paso;de;los;patos;;;
CALLE;paso del planchon;La Rioja;paso;del;planchon;;;;
CALLE;pastor alejandro sosa;La Rioja;pastor;alejandro;sosa;;;;
CALLE;patagones;La Rioja;patagones;;;;;;
CALLE;patquia;La Rioja;patquia;;;;;;
CALLE;patrocinias mendocinas;La Rioja;patrocinias;mendocinas;;;;;
CALLE;peat 1;La Rioja;peat;1;;;;;
CALLE;peat 10;La Rioja;peat;10;;;;;
CALLE;peat 101;La Rioja;peat;101;;;;;
CALLE;peat 103;La Rioja;peat;103;;;;;
CALLE;peat 104;La Rioja;peat;104;;;;;
CALLE;peat 105;La Rioja;peat;105;;;;;
CALLE;peat 106;La Rioja;peat;106;;;;;
CALLE;peat 107;La Rioja;peat;107;;;;;
CALLE;peat 108;La Rioja;peat;108;;;;;
CALLE;peat 109;La Rioja;peat;109;;;;;
CALLE;peat 11;La Rioja;peat;11;;;;;
CALLE;peat 110;La Rioja;peat;110;;;;;
CALLE;peat 112;La Rioja;peat;112;;;;;
CALLE;peat 12;La Rioja;peat;12;;;;;
CALLE;peat 13;La Rioja;peat;13;;;;;
CALLE;peat 14;La Rioja;peat;14;;;;;
CALLE;peat 15;La Rioja;peat;15;;;;;
CALLE;peat 16;La Rioja;peat;16;;;;;
CALLE;peat 2;La Rioja;peat;2;;;;;
CALLE;peat 201;La Rioja;peat;201;;;;;
CALLE;peat 202;La Rioja;peat;202;;;;;
CALLE;peat 203;La Rioja;peat;203;;;;;
CALLE;peat 204;La Rioja;peat;204;;;;;
CALLE;peat 207;La Rioja;peat;207;;;;;
CALLE;peat 23;La Rioja;peat;23;;;;;
CALLE;peat 24;La Rioja;peat;24;;;;;
CALLE;peat 3;La Rioja;peat;3;;;;;
CALLE;peat 301;La Rioja;peat;301;;;;;
CALLE;peat 302;La Rioja;peat;302;;;;;
CALLE;peat 303;La Rioja;peat;303;;;;;
CALLE;peat 304;La Rioja;peat;304;;;;;
CALLE;peat 36;La Rioja;peat;36;;;;;
CALLE;peat 4;La Rioja;peat;4;;;;;
CALLE;peat 401;La Rioja;peat;401;;;;;
CALLE;peat 402;La Rioja;peat;402;;;;;
CALLE;peat 403;La Rioja;peat;403;;;;;
CALLE;peat 404;La Rioja;peat;404;;;;;
CALLE;peat 405;La Rioja;peat;405;;;;;
CALLE;peat 406;La Rioja;peat;406;;;;;
CALLE;peat 407;La Rioja;peat;407;;;;;
CALLE;peat 408;La Rioja;peat;408;;;;;
CALLE;peat 409;La Rioja;peat;409;;;;;
CALLE;peat 5;La Rioja;peat;5;;;;;
CALLE;peat 500;La Rioja;peat;500;;;;;
CALLE;peat 501;La Rioja;peat;501;;;;;
CALLE;peat 502;La Rioja;peat;502;;;;;
CALLE;peat 503;La Rioja;peat;503;;;;;
CALLE;peat 504;La Rioja;peat;504;;;;;
CALLE;peat 505;La Rioja;peat;505;;;;;
CALLE;peat 506;La Rioja;peat;506;;;;;
CALLE;peat 507;La Rioja;peat;507;;;;;
CALLE;peat 6;La Rioja;peat;6;;;;;
CALLE;peat 7;La Rioja;peat;7;;;;;
CALLE;peat 8;La Rioja;peat;8;;;;;
CALLE;pedernera;La Rioja;pedernera;;;;;;
CALLE;pedro b palacios;La Rioja;pedro;b;palacios;;;;
CALLE;pedro fontenez;La Rioja;pedro;fontenez;;;;;
CALLE;pelagio b luna;La Rioja;pelagio;b;luna;;;;
CALLE;pellegrini;La Rioja;pellegrini;;;;;;
CALLE;peninsula trinidad;La Rioja;peninsula;trinidad;;;;;
CALLE;perito moreno;La Rioja;perito;moreno;;;;;
CALLE;peru;La Rioja;peru;;;;;;
CALLE;pichana;La Rioja;pichana;;;;;;
CALLE;pichincha;La Rioja;pichincha;;;;;;
CALLE;pio xii;La Rioja;pio;xii;;;;;
CALLE;piscis;La Rioja;piscis;;;;;;
CALLE;pituil;La Rioja;pituil;;;;;;
PJE;pje 1;La Rioja;pje;1;;;;;
PJE;pje 10;La Rioja;pje;10;;;;;
PJE;pje 181;La Rioja;pje;181;;;;;
PJE;pje 261;La Rioja;pje;261;;;;;
PJE;pje 278;La Rioja;pje;278;;;;;
PJE;pje 31;La Rioja;pje;31;;;;;
PJE;pje 320;La Rioja;pje;320;;;;;
PJE;pje 321;La Rioja;pje;321;;;;;
PJE;pje 503;La Rioja;pje;503;;;;;
PJE;pje a ugarte;La Rioja;pje;a;ugarte;;;;
PJE;pje amberes;La Rioja;pje;amberes;;;;;
PJE;pje amistad;La Rioja;pje;amistad;;;;;
PJE;pje archipielago e bisco;La Rioja;pje;archipielago;e;bisco;;;
PJE;pje c;La Rioja;pje;c;;;;;
PJE;pje cabildo;La Rioja;pje;cabildo;;;;;
PJE;pje calchaqui;La Rioja;pje;calchaqui;;;;;
PJE;pje castilla;La Rioja;pje;castilla;;;;;
PJE;pje combo;La Rioja;pje;combo;;;;;
PJE;pje confraternidad;La Rioja;pje;confraternidad;;;;;
PJE;pje del cristo;La Rioja;pje;del;cristo;;;;
PJE;pje diaguita;La Rioja;pje;diaguita;;;;;
PJE;pje elefante blanco;La Rioja;pje;elefante;blanco;;;;
PJE;pje emma reyes;La Rioja;pje;emma;reyes;;;;
PJE;pje esquiu;La Rioja;pje;esquiu;;;;;
PJE;pje evaristo varon;La Rioja;pje;evaristo;varon;;;;
PJE;pje florida;La Rioja;pje;florida;;;;;
PJE;pje german oliva;La Rioja;pje;german;oliva;;;;
PJE;pje guanchicay;La Rioja;pje;guanchicay;;;;;
PJE;pje hermelindo gomez;La Rioja;pje;hermelindo;gomez;;;;
PJE;pje ignacio molina;La Rioja;pje;ignacio;molina;;;;
PJE;pje isabel areta;La Rioja;pje;isabel;areta;;;;
PJE;pje islas lauriel;La Rioja;pje;islas;lauriel;;;;
PJE;pje j rosas;La Rioja;pje;j;rosas;;;;
PJE;pje jorge i;La Rioja;pje;jorge;i;;;;
PJE;pje juncal;La Rioja;pje;juncal;;;;;
PJE;pje la coruna;La Rioja;pje;la;coruna;;;;
PJE;pje la familia;La Rioja;pje;la;familia;;;;
PJE;pje las rosas;La Rioja;pje;las;rosas;;;;
PJE;pje lateral 503;La Rioja;pje;lateral;503;;;;
PJE;pje los andes;La Rioja;pje;los;andes;;;;
PJE;pje nino alcalde;La Rioja;pje;nino;alcalde;;;;
PJE;pje oeste;La Rioja;pje;oeste;;;;;
PJE;pje paysandu;La Rioja;pje;paysandu;;;;;
PJE;pje publica;La Rioja;pje;publica;;;;;
PJE;pje ratti;La Rioja;pje;ratti;;;;;
PJE;pje renaud;La Rioja;pje;renaud;;;;;
PJE;pje ricardo quintela;La Rioja;pje;ricardo;quintela;;;;
PJE;pje rivadavia;La Rioja;pje;rivadavia;;;;;
PJE;pje sevilla;La Rioja;pje;sevilla;;;;;
PJE;pje suiza;La Rioja;pje;suiza;;;;;
PJE;pje susy morand;La Rioja;pje;susy;morand;;;;
PJE;pje tajamar;La Rioja;pje;tajamar;;;;;
PJE;pje tomas tasiukaz;La Rioja;pje;tomas;tasiukaz;;;;
PJE;pje tronador;La Rioja;pje;tronador;;;;;
PJE;pje victoria;La Rioja;pje;victoria;;;;;
PJE;pje virgen del valle;La Rioja;pje;virgen;del;valle;;;
PJE;pje virreynato;La Rioja;pje;virreynato;;;;;
CALLE;plumerillo;La Rioja;plumerillo;;;;;;
CALLE;poman;La Rioja;poman;;;;;;
CALLE;portezuelo;La Rioja;portezuelo;;;;;;
CALLE;posada;La Rioja;posada;;;;;;
CALLE;potosi;La Rioja;potosi;;;;;;
CALLE;potrerillo;La Rioja;potrerillo;;;;;;
CALLE;ppal mayor jose roque sanchez;La Rioja;ppal;mayor;jose;roque;sanchez;;
CALLE;ppal rojas;La Rioja;ppal;rojas;;;;;
CALLE;primer merita;La Rioja;primer;merita;;;;;
CALLE;pringles;La Rioja;pringles;;;;;;
CALLE;prof abraham daniel herrera;La Rioja;prof;abraham;daniel;herrera;;;
CALLE;prof pirague;La Rioja;prof;pirague;;;;;
CALLE;progreso;La Rioja;progreso;;;;;;
CALLE;prov del chaco;La Rioja;prov;del;chaco;;;;
CALLE;proyectada;La Rioja;proyectada;;;;;;
CALLE;proyectada 1;La Rioja;proyectada;1;;;;;
CALLE;proyectada 10;La Rioja;proyectada;10;;;;;
CALLE;proyectada 2;La Rioja;proyectada;2;;;;;
CALLE;proyectada 3;La Rioja;proyectada;3;;;;;
CALLE;proyectada 4;La Rioja;proyectada;4;;;;;
CALLE;proyectada 5;La Rioja;proyectada;5;;;;;
CALLE;proyectada 6;La Rioja;proyectada;6;;;;;
CALLE;proyectada 7;La Rioja;proyectada;7;;;;;
CALLE;proyectada 8;La Rioja;proyectada;8;;;;;
CALLE;proyectada 9;La Rioja;proyectada;9;;;;;
CALLE;proyectada a;La Rioja;proyectada;a;;;;;
CALLE;proyectada b;La Rioja;proyectada;b;;;;;
CALLE;proyectada c;La Rioja;proyectada;c;;;;;
CALLE;proyectada d;La Rioja;proyectada;d;;;;;
CALLE;publica;La Rioja;publica;;;;;;
CALLE;publica 1;La Rioja;publica;1;;;;;
CALLE;publica 2;La Rioja;publica;2;;;;;
CALLE;publica a1;La Rioja;publica;a1;;;;;
CALLE;publica c;La Rioja;publica;c;;;;;
CALLE;publica d;La Rioja;publica;d;;;;;
CALLE;publica e;La Rioja;publica;e;;;;;
CALLE;publica t;La Rioja;publica;t;;;;;
CALLE;publica z;La Rioja;publica;z;;;;;
CALLE;pucara;La Rioja;pucara;;;;;;
CALLE;puerto argentino;La Rioja;puerto;argentino;;;;;
CALLE;puerto deseado;La Rioja;puerto;deseado;;;;;
